StateAbb	PlaceName	longitude	latitude	DistancetoCapitalCity_km
AL	Hurricane Creek	-86.91360	32.20125	64
AL	Hurricane Creek	-85.63494	31.82127	84
AL	Hurricane Creek	-87.24694	32.34514	93
AL	Hurricane Creek	-86.04106	31.49155	98
AL	Hurricane Creek	-85.58384	33.16762	110
AL	Hurricane Creek	-86.93805	33.24900	118
AL	Hurricane Creek	-86.46193	33.45900	124
AL	Hurricane Creek	-85.61771	31.34378	128
AL	Hurricane Creek	-85.72660	31.17906	140
AL	Hurricane Creek	-86.68996	31.06379	149
AL	Hurricane Creek	-87.46084	33.25234	150
AL	Hurricane Creek	-87.37861	33.36567	153
AL	Hurricane Creek	-85.15021	31.31684	156
AL	Hurricane Creek	-87.24722	33.51233	158
AL	Hurricane Creek	-88.08335	32.08959	175
AL	Hurricane Creek	-86.35887	33.95176	177
AL	Hurricane Creek	-87.59610	31.02824	194
AL	Hurricane Creek	-85.58607	34.00982	194
AL	Hurricane Creek	-88.31003	32.20292	194
AL	Hurricane Creek	-87.41890	33.81844	195
AL	Hurricane Creek	-86.59916	34.13287	200
AL	Hurricane Creek	-88.40725	32.07904	205
AL	Hurricane Creek	-86.90028	34.28232	222
AL	Hurricane Creek	-87.36668	34.25288	234
AL	Hurricane Creek	-85.60107	34.42092	237
AL	Hurricane Creek	-86.42665	34.68926	259
AL	Hurricane Creek	-88.14504	34.17594	268
AL	Hurricane Creek	-86.17026	34.89814	282
AL	Hurricane Creek	-88.01337	34.47649	286
AL	Hurricane Creek	-87.43169	34.97147	310
AL	Hurricane Creek	-87.80836	34.90564	317
AL	Hurricane Creek Church	-88.13365	34.36093	283
AL	Hurricane Creek Pit Mine	-87.31528	33.22789	138
AL	Hurricane Creek Shooting Range	-87.33696	34.26038	234
AL	Hurricane Creek Watershed Lake	-86.35446	34.78627	270
AL	Hurricane Cumberland Presbyterian Church	-87.27169	34.88370	296
AL	Hurricane Grove Church	-86.40527	34.86120	278
AL	Hurricane Hills	-87.45139	33.20151	146
AL	Hurricane Hollow	-86.11665	34.92092	285
AL	Hurricane Island	-87.25221	32.09181	98
AL	Hurricane Methodist Church	-85.65549	31.07907	153
AL	Hurricane Mountain	-85.67635	33.87093	176
AL	Hurricane Ridge	-88.09945	31.23351	214
AL	Hurricane School	-87.87833	30.83658	228
AL	Hurricane School	-86.41277	34.82648	274
AL	Hurricane School (historical)	-87.32333	33.22706	139
AL	Hurricane School (historical)	-86.40665	34.80342	272
AL	Hurricane Springs Primitive Baptist Church	-87.26613	34.92842	300
AL	Hurricane United Methodist Church	-85.48857	33.56566	152
AL	Hurst Hill	-86.48193	33.59094	138
AL	Hurst Mine	-85.87191	33.33067	114
AL	Hurt Cemetery	-85.98942	34.76619	268
AL	Hurtel Street Baptist Church	-88.07667	30.65686	256
AL	Hurts Chapel	-85.35772	32.21098	86
AL	Hurts Chapel Cemetery	-85.35799	31.21184	153
AL	Hurtsboro	-85.41633	32.24181	80
AL	Hurtsboro Cemetery	-85.41800	32.24431	80
AL	Hurtsboro Creek	-85.28855	32.16376	94
AL	Hurtsboro Deliverance Tabernacle	-85.41689	32.27570	80
AL	Hurtsboro Post Office	-85.41605	32.24515	80
AL	Hurtsboro Volunteer Fire Department	-85.41598	32.24203	80
AL	Huskeys Dam	-85.45661	32.37681	75
AL	Huskeys Pond	-85.45661	32.37681	75
AL	Husky Cemetery	-85.72386	34.41120	233
AL	Husky Mountain	-86.56721	34.51370	241
AL	Husky Top	-86.27665	34.96537	289
AL	Hussey Cemetery	-85.84467	31.85432	68
AL	Hustleville	-86.16748	34.31176	217
AL	Hustleville Church	-86.15303	34.30398	216
AL	Huston Dam	-85.63829	33.54178	144
AL	Hustons Crossroads (historical)	-86.16136	33.49344	126
AL	Hutchenson Cemetery	-88.25447	32.74874	192
AL	Hutchings Cemetery	-86.76861	34.84453	280
AL	Hutchinson Cemetery	-85.76468	33.01568	86
AL	Hutchinson Ford	-85.87774	33.03401	83
AL	Hutchinson Street Baptist Church	-86.29636	32.36931	4
AL	Hutchson and Russell Family Cemetery	-85.91466	31.45267	105
AL	Hutsell Track	-85.49583	32.59889	76
AL	Hutson Key Commercial Park	-88.13098	30.66320	259
AL	Hutto Pond	-85.31820	31.66241	118
AL	Hutton Cemetery	-88.12725	32.96040	188
AL	Hutton Creek	-85.56384	33.11568	106
AL	Hutton Plaza Shopping Center	-85.71299	31.33656	124
AL	Huttos Lake	-86.17831	33.49900	127
AL	Huttos Store (historical)	-85.40355	31.78544	103
AL	Huxford	-87.46193	31.22017	170
AL	Huxford Baptist Church	-87.48110	31.21823	171
AL	Huxford Church	-87.44165	31.22823	168
AL	Huxford Church Cemetery	-87.48137	31.21767	171
AL	Huxford Dam	-87.10664	31.13851	157
AL	Huxford High School	-87.46221	31.22462	170
AL	Huxford Lookout Tower	-87.46471	31.18323	173
AL	Huxford Oil Field	-87.43776	31.18906	171
AL	Huxford Post Office	-87.46165	31.20295	171
AL	Huxford Still (historical)	-87.14997	31.14740	159
AL	Huxford Volunteer Fire Department	-87.46214	31.22072	170
AL	Huyck Bridge	-88.23753	33.08068	202
AL	Hyatt	-86.34304	34.23426	208
AL	Hyatt Gap	-86.31581	33.92732	174
AL	Hybart	-87.38194	31.82654	121
AL	Hybart Cemetery	-87.38471	31.81349	122
AL	Hyche Mine	-87.21806	33.71539	175
AL	Hycutt	-87.99529	32.70680	168
AL	Hyde Cemetery	-87.68420	34.57065	279
AL	Hyde Lake	-87.68192	34.57156	279
AL	Hyde Lake Dam	-87.68170	34.57676	280
AL	Hyde Park	-86.87999	33.47788	137
AL	Hydro Vista Plantation (historical)	-88.06919	32.63958	173
AL	Hymen Cemetery	-86.52083	34.87814	281
AL	Hymer (historical)	-85.84470	34.82925	277
AL	Hyndes Branch	-88.37059	32.26153	199
AL	Hyram	-85.24800	32.35292	95
AL	Hyram Post Office	-85.24800	32.35292	95
AL	Hytop	-86.08804	34.91620	284
AL	Hytop Cemetery	-86.07859	34.89342	282
AL	Hytop Church	-86.08804	34.91481	284
AL	Hytop Volunteer Fire Department	-86.08323	34.92069	285
AL	I AMS Temple	-87.31056	33.91288	199
AL	I D McClurkin Number 1 Dam	-86.06996	32.07182	36
AL	I D McClurkin Number One Lake	-86.06996	32.07182	36
AL	I Martin Landing (historical)	-88.13390	31.89460	184
AL	INN SOUTH	-86.33690	32.32850	8
AL	Ice Berg Mine	-87.58558	34.08566	228
AL	Ice Branch	-87.17334	33.88372	190
AL	Ice Factory Branch	-85.85160	31.01185	154
AL	Icehouse Historic District	-87.03138	32.40986	73
AL	Ida (historical)	-86.45137	33.11817	86
AL	Ida Academy (historical)	-86.13970	33.48955	126
AL	Idaho (historical)	-85.93413	33.31733	111
AL	Idaho Mine	-85.89941	33.31622	112
AL	Idaho Volunteer Fire Department	-85.93087	33.31674	111
AL	Idalia Elementary School	-86.14081	33.50650	128
AL	Idella Post Office (historical)	-86.45137	33.11817	86
AL	Ider	-85.68080	34.71425	267
AL	Ider Church	-85.67969	34.68342	264
AL	Ider Church	-85.60608	34.74536	272
AL	Ider Fire Department	-85.67124	34.69235	265
AL	Ider Missionary Baptist Church	-85.67636	34.71369	267
AL	Ider Post Office	-85.66941	34.69508	265
AL	Ider School	-85.67553	34.71203	267
AL	Idle Hour Airport	-88.26167	30.57658	274
AL	Idle Hour Park	-85.01049	32.49959	118
AL	Idlewild Lake	-86.57337	32.46860	32
AL	Idlewood	-85.81383	31.33267	121
AL	Idlewood	-87.51445	33.18345	149
AL	Idlewood Lake Dam	-86.56164	32.46847	31
AL	Iduma Congregational Methodist Church	-85.54523	33.39789	133
AL	Ihagee Creek	-84.95937	32.21821	123
AL	Ijams Branch	-87.71253	34.89842	313
AL	Ikanatchaka (historical)	-86.72082	32.86540	71
AL	Ike Hollow	-85.96248	34.91592	285
AL	Ike Pond Slough	-86.66110	33.44650	127
AL	Ikes Knob	-87.70253	34.25871	250
AL	Ikner Bridge (historical)	-87.45832	31.60044	141
AL	Ilamo	-86.23887	33.58538	136
AL	Immanuel Baptist Church	-86.11803	33.46455	124
AL	Immanuel Baptist Church	-85.50632	31.08990	158
AL	Immanuel Baptist Church	-86.81722	34.26260	218
AL	Immanuel Church	-87.32610	31.81460	117
AL	Immanuel Episcopal Church	-87.77971	30.88796	218
AL	Imperial Forest	-86.82777	33.42872	130
AL	Ina Pullen Smallwood Memorial Library	-88.07753	30.76537	247
AL	Incline	-86.54027	34.52592	242
AL	Incline Landing (historical)	-86.56888	34.53120	243
AL	Independence	-86.70137	32.52319	46
AL	Independence Bridge	-87.10083	32.50069	81
AL	Independence Cemetery	-87.61694	31.94154	136
AL	Independence Church	-86.49332	33.70677	151
AL	Independence Church (historical)	-87.61611	31.91487	137
AL	Independence Volunteer Fire Department	-86.66269	32.52460	42
AL	Independent Baptist Church	-87.90946	32.07320	159
AL	Independent Church	-87.48666	31.77376	133
AL	Independent Church	-86.53305	34.31759	219
AL	Independent Church of Christ	-86.81528	34.78731	274
AL	Independent Community Church	-88.39141	31.59433	219
AL	Independent Methodist Church of Huffman	-86.69972	33.60111	144
AL	Independent Methodist Church of Tarrant	-86.77082	33.58010	144
AL	Index (historical)	-85.87747	34.63342	255
AL	India Lakes	-85.39300	32.66958	88
AL	Indian Bay	-88.11111	30.25993	292
AL	Indian Branch	-86.17522	31.12156	137
AL	Indian Branch	-87.89640	32.01015	159
AL	Indian Branch	-87.94752	32.95540	172
AL	Indian Branch	-85.42385	34.06315	205
AL	Indian Camp Creek	-85.81383	31.34350	120
AL	Indian Cave Hollow	-87.11862	34.00733	200
AL	Indian Commercial Park	-88.22480	30.70450	262
AL	Indian Creek	-85.94606	31.96654	52
AL	Indian Creek	-86.68332	32.67930	54
AL	Indian Creek	-86.50608	31.90293	56
AL	Indian Creek	-85.94273	31.87016	62
AL	Indian Creek	-86.07607	31.77655	67
AL	Indian Creek	-86.89387	31.99348	72
AL	Indian Creek	-86.38135	31.62016	83
AL	Indian Creek	-85.92245	31.64155	85
AL	Indian Creek	-85.34188	31.63072	118
AL	Indian Creek	-86.52498	33.39261	118
AL	Indian Creek	-86.35995	31.18184	131
AL	Indian Creek	-87.59361	31.97904	133
AL	Indian Creek	-87.48806	33.04123	138
AL	Indian Creek	-87.85723	31.89626	159
AL	Indian Creek	-87.99835	32.30375	164
AL	Indian Creek	-87.31584	33.62872	172
AL	Indian Creek	-87.29806	33.71094	179
AL	Indian Creek	-86.69611	34.17065	205
AL	Indian Creek	-87.48640	33.89455	205
AL	Indian Creek	-87.62526	30.84602	212
AL	Indian Creek	-87.44946	33.99594	213
AL	Indian Creek	-87.86085	33.76483	216
AL	Indian Creek	-85.79636	34.27537	217
AL	Indian Creek	-87.15029	34.22066	223
AL	Indian Creek	-86.89667	34.31704	225
AL	Indian Creek	-87.19252	34.36621	239
AL	Indian Creek	-88.17726	33.89761	248
AL	Indian Creek	-86.75000	34.55843	248
AL	Indian Creek (historical)	-85.64689	32.01265	69
AL	Indian Creek Baptist Church	-85.65050	31.98571	71
AL	Indian Creek Bar	-86.72416	34.58065	250
AL	Indian Creek Cemetery	-86.68583	34.77120	271
AL	Indian Creek Church	-86.41802	31.61710	83
AL	Indian Creek Elementary School (historical)	-85.65050	32.00543	69
AL	Indian Creek Junior High School	-86.66888	34.77953	271
AL	Indian Creek Post Office (historical)	-85.64689	32.01265	69
AL	Indian Creek Primitive Baptist Church	-86.68805	34.76509	270
AL	Indian Creek School (historical)	-86.41857	31.61933	83
AL	Indian Creek Youth Camp	-87.32000	33.63067	173
AL	Indian Estates Lake	-86.80994	33.34269	121
AL	Indian Ford Volunteer Fire Department	-86.90535	33.30832	122
AL	Indian Fork Branch	-88.08833	30.88130	239
AL	Indian Gap Lake	-87.02395	33.28251	125
AL	Indian Gap Lake Dam	-87.02166	33.28345	125
AL	Indian Grave Church	-86.65137	32.68263	52
AL	Indian Grave Creek	-88.10556	31.06657	226
AL	Indian Grave Pond	-86.17979	34.82689	274
AL	Indian Head Post Office (historical)	-85.93744	31.53155	96
AL	Indian Hill	-86.35276	33.29761	105
AL	Indian Hill	-85.50663	34.10871	207
AL	Indian Hill	-87.49447	34.60287	274
AL	Indian Hill	-88.01809	34.56259	294
AL	Indian Hill Cemetery	-86.51720	32.46069	27
AL	Indian Hill Church	-86.54747	31.91265	56
AL	Indian Hill Farm (historical)	-86.02080	33.59260	139
AL	Indian Hills	-85.94496	32.97596	75
AL	Indian Hills	-85.42439	32.61041	83
AL	Indian Hills	-86.79527	33.33539	120
AL	Indian Hills	-87.54334	33.23012	155
AL	Indian Hills	-88.19723	30.79185	253
AL	Indian Hills	-86.71111	34.73065	267
AL	Indian Hills Country Club	-86.62165	33.32789	113
AL	Indian Hills Country Club	-87.54251	33.23317	155
AL	Indian Hills Golf Club	-86.93251	34.49176	245
AL	Indian Hills Lake	-87.54770	33.22924	155
AL	Indian Hills Lake Dam	-87.54667	33.22845	155
AL	Indian Lake	-86.24746	31.86460	55
AL	Indian Lake	-87.55336	33.24479	156
AL	Indian Lake	-87.55334	33.24678	156
AL	Indian Lake Baptist Church	-87.55112	33.24123	156
AL	Indian Lake Estates	-86.80443	33.33956	120
AL	Indian Lakes	-85.82272	31.33156	121
AL	Indian Mine	-85.44357	34.04593	202
AL	Indian Mound Park	-88.10694	30.25659	292
AL	Indian Mounds Baptist Chapel	-87.61890	33.00235	146
AL	Indian Mountain	-85.45607	34.02260	199
AL	Indian Oaks Christian Church	-85.85663	33.71732	155
AL	Indian Oaks Country Club	-85.86941	33.72788	156
AL	Indian Pines Country Club	-85.44050	32.62347	82
AL	Indian Point	-87.10667	34.01621	200
AL	Indian Point	-85.94803	34.84647	278
AL	Indian Queen Bar	-88.02085	32.43847	166
AL	Indian Ridge Cemetery	-87.66305	31.66182	154
AL	Indian Ridge Church	-87.66333	31.66210	154
AL	Indian Ridge Church (historical)	-87.66805	31.63266	156
AL	Indian Rivers Community Mental Health Center	-87.56167	33.21012	155
AL	Indian Shoals	-86.46887	33.21400	97
AL	Indian Spring	-85.86552	33.82316	167
AL	Indian Spring	-87.59308	34.82564	301
AL	Indian Spring Lake	-86.77365	33.33854	119
AL	Indian Spring School	-86.77165	33.34122	119
AL	Indian Springs	-85.81910	31.32962	121
AL	Indian Springs	-88.10085	32.25236	174
AL	Indian Springs	-88.19167	30.78047	253
AL	Indian Springs	-87.60197	34.82620	301
AL	Indian Springs Baptist Church	-87.11776	31.79182	103
AL	Indian Springs Baptist Church	-88.18834	30.77658	254
AL	Indian Springs Cemetery	-88.18889	30.77852	253
AL	Indian Springs Christian School	-88.18806	30.77630	254
AL	Indian Springs Church	-88.17473	30.77463	253
AL	Indian Springs Elementary School	-88.15834	30.76185	253
AL	Indian Springs Post Office (historical)	-86.54914	32.46180	30
AL	Indian Springs Ranch	-86.76388	33.34594	119
AL	Indian Springs School (historical)	-87.12721	31.77793	104
AL	Indian Springs Shopping Center	-86.77304	33.34344	120
AL	Indian Springs Village	-86.75443	33.35539	120
AL	Indian Tomb Hollow	-87.22863	34.38093	242
AL	Indian Trace	-86.92695	34.77231	275
AL	Indian Valley	-86.75499	33.37928	123
AL	Indian Valley Camp	-86.74055	33.65982	151
AL	Indian Valley Camp Lake	-86.74190	33.65993	151
AL	Indian Valley Camp Lake Dam	-86.74166	33.66177	152
AL	Indian Valley Elementary School	-86.22970	33.19262	93
AL	Indian Valley Lake	-86.77332	33.36844	122
AL	Indian Valley Lake	-86.76445	33.37232	122
AL	Indiancamp Creek	-87.61142	34.91564	310
AL	Indigo	-85.83272	31.36128	118
AL	Indigo Creek	-85.93855	31.44767	105
AL	Indigo Pond	-85.18320	31.00680	181
AL	Indigo Ponds	-86.59074	31.19447	133
AL	Indio (historical)	-86.75971	33.74066	160
AL	Indio Mine	-86.74722	33.82510	169
AL	Industrial City	-86.98194	33.44400	138
AL	Industrial Park South	-88.12986	30.63439	261
AL	Industrial School	-86.89971	32.48902	62
AL	Industry	-86.61275	31.60433	90
AL	Industry Church	-86.60775	31.60349	90
AL	Industry School	-86.61164	31.60405	90
AL	Infant Baptist Church	-88.08780	33.26179	199
AL	Infant Hill Cemetery	-87.45167	33.71178	187
AL	Infirmary Long Term Acute Care Hospital	-88.17266	30.61940	265
AL	Infirmary West at Knollwood	-88.17116	30.61937	265
AL	Ingate	-87.21583	32.96846	113
AL	Ingham School (historical)	-87.93863	32.93929	170
AL	Ingham Valley	-86.58499	33.88565	172
AL	Ingle & Wakefield Cemetery	-87.50668	34.01899	218
AL	Ingle Terrace	-86.77582	33.56538	142
AL	Inglenook	-86.77860	33.56566	143
AL	Inglenook Cemetery	-86.77777	33.56316	142
AL	Inglenook Cumberland Presbyterian Church (historical)	-86.77721	33.55899	142
AL	Inglenook First United Methodist Church	-86.77638	33.56038	142
AL	Inglenook Park	-86.77777	33.55872	142
AL	Ingleside Village	-87.56528	33.19456	154
AL	Ingleton (historical)	-88.01393	34.78703	315
AL	Ingleton Post Office (historical)	-88.01393	34.78703	315
AL	Inglis Branch	-85.98387	34.80592	273
AL	Inglis Cemetery	-85.97942	34.82342	275
AL	Inglis Hollow	-85.99248	34.82008	274
AL	Inglis Point	-85.92081	34.81508	274
AL	Ingraham Hollow	-87.66003	34.36843	258
AL	Ingraham Post Office (historical)	-85.59579	33.28817	120
AL	Ingram	-87.54195	32.87013	133
AL	Ingram Arkadelphia Lake	-86.91211	33.92202	184
AL	Ingram Bayou	-87.55498	30.31131	258
AL	Ingram Branch	-85.69857	33.06068	94
AL	Ingram Camp	-86.50554	33.20762	97
AL	Ingram Cemetery	-87.37947	34.83564	294
AL	Ingram Creek	-85.77802	33.71316	157
AL	Ingram Ford	-87.26585	34.90536	298
AL	Ingram Hall	-85.48139	32.60528	78
AL	Ingram Hollow	-87.40836	34.85286	297
AL	Ingram Lake	-85.39327	31.44684	130
AL	Ingram Lake	-85.27489	31.21430	157
AL	Ingram Lake	-86.48332	33.90704	173
AL	Ingram Lake Dam	-85.27827	31.21518	157
AL	Ingram Mill (historical)	-85.69802	33.42372	129
AL	Ingram Mill (historical)	-87.26557	34.90620	298
AL	Ingram Park	-86.81332	33.51649	139
AL	Ingram Pond	-86.56274	31.47489	102
AL	Ingram Pond Number Two	-86.55830	31.47016	102
AL	Ingram State Technical Institute	-86.39220	32.58347	28
AL	Ingram Wells	-85.97941	33.77927	160
AL	Inland Junction	-86.56527	33.84927	168
AL	Inland Lake	-86.54999	33.83677	166
AL	Inland Lake	-86.50851	33.84061	166
AL	Inland Lake Dam	-86.54943	33.83677	166
AL	Inman Cemetery	-86.70972	34.66426	259
AL	Inman Creek	-87.25363	34.20010	224
AL	Inmanfield	-87.18835	34.24510	227
AL	Inmanfield Church Cemetery	-87.19029	34.24472	227
AL	Inner City Church of Christ	-88.05762	30.68463	252
AL	Innsbrooke	-86.66166	33.70427	154
AL	Ino	-86.09467	31.27128	121
AL	Ino Baptist Church	-86.09300	31.27323	121
AL	Ino Cemetery	-86.09300	31.27295	121
AL	Ino Church	-86.07633	31.26684	122
AL	Ino Volunteer Fire Department	-86.08456	31.28418	120
AL	Institute Creek	-87.03721	32.00542	83
AL	Interchange 1	-86.30414	32.36792	5
AL	Interchange 1	-87.55695	33.18012	152
AL	Interchange 1	-88.39198	32.45319	201
AL	Interchange 1	-88.12250	30.65325	259
AL	Interchange 10	-88.09389	30.76713	248
AL	Interchange 100	-87.09583	33.27956	129
AL	Interchange 104	-87.04916	33.32289	130
AL	Interchange 106	-87.02666	33.34317	131
AL	Interchange 11	-86.13857	32.36819	11
AL	Interchange 112	-86.96999	33.41094	135
AL	Interchange 113	-86.95555	33.42650	135
AL	Interchange 115	-86.94722	33.45983	138
AL	Interchange 118	-86.91833	33.48455	139
AL	Interchange 119A	-86.90999	33.49650	140
AL	Interchange 119B	-86.90221	33.49788	140
AL	Interchange 120	-86.88610	33.50650	140
AL	Interchange 121	-86.87721	33.50788	140
AL	Interchange 123	-86.84944	33.52094	140
AL	Interchange 124	-86.82638	33.52149	140
AL	Interchange 125A	-86.81527	33.52038	139
AL	Interchange 125B	-86.80916	33.52344	139
AL	Interchange 126A	-86.80443	33.52788	140
AL	Interchange 126B	-86.79860	33.53316	140
AL	Interchange 128	-86.78027	33.54788	141
AL	Interchange 129	-86.75916	33.54455	140
AL	Interchange 13	-88.10445	30.80185	246
AL	Interchange 13	-88.20222	30.55936	272
AL	Interchange 130	-86.74916	33.54733	140
AL	Interchange 130	-86.74443	33.54622	140
AL	Interchange 131	-86.73193	33.56316	141
AL	Interchange 132	-86.72082	33.53427	138
AL	Interchange 132	-86.72499	33.56649	141
AL	Interchange 133	-86.69860	33.53344	137
AL	Interchange 133	-86.70638	33.58205	142
AL	Interchange 134	-86.69721	33.58594	142
AL	Interchange 135	-86.66110	33.54455	137
AL	Interchange 136	-86.64026	33.54594	137
AL	Interchange 137	-86.65415	33.59871	143
AL	Interchange 140	-86.59304	33.54483	135
AL	Interchange 141	-86.61832	33.63955	146
AL	Interchange 142	-86.52942	31.98515	49
AL	Interchange 144	-86.52165	33.56594	136
AL	Interchange 147	-86.47609	33.57816	137
AL	Interchange 148	-86.52693	33.69593	151
AL	Interchange 15	-88.08917	30.82991	243
AL	Interchange 15	-88.17056	30.58103	268
AL	Interchange 151	-86.46136	32.10987	33
AL	Interchange 152	-86.39581	33.59594	138
AL	Interchange 153	-86.36804	33.59483	138
AL	Interchange 154	-86.46526	33.76871	158
AL	Interchange 156	-86.32053	33.60094	138
AL	Interchange 156	-86.42721	33.77704	158
AL	Interchange 158	-86.41775	32.19542	23
AL	Interchange 158	-86.28164	33.60677	139
AL	Interchange 16	-86.05274	32.36903	19
AL	Interchange 162	-86.21275	33.59871	138
AL	Interchange 164	-86.35469	32.26681	14
AL	Interchange 165	-86.16164	33.59149	137
AL	Interchange 166	-86.28692	33.86260	167
AL	Interchange 168	-86.33497	32.32708	8
AL	Interchange 168	-86.12414	33.59121	137
AL	Interchange 169	-86.32497	32.34458	6
AL	Interchange 17	-88.20836	32.62569	186
AL	Interchange 17	-88.15417	30.59519	266
AL	Interchange 170	-86.32108	32.35153	6
AL	Interchange 171	-86.32219	32.36708	6
AL	Interchange 172	-86.32164	32.37569	6
AL	Interchange 173	-86.32358	32.38903	7
AL	Interchange 173	-86.02358	33.58149	138
AL	Interchange 174	-86.19387	33.93343	175
AL	Interchange 176	-86.35636	32.41680	11
AL	Interchange 179	-86.38803	32.46014	17
AL	Interchange 179	-85.92552	33.58427	140
AL	Interchange 181	-86.40914	32.48847	20
AL	Interchange 181	-86.08803	33.99593	182
AL	Interchange 183	-86.07470	34.01871	185
AL	Interchange 186	-86.45775	32.54958	28
AL	Interchange 188	-86.02608	34.07343	192
AL	Interchange 19	-88.04444	30.87741	236
AL	Interchange 199	-85.59579	33.62205	153
AL	Interchange 2	-86.28469	32.36542	3
AL	Interchange 2	-87.56667	33.19984	154
AL	Interchange 20	-88.11778	30.62852	261
AL	Interchange 200	-86.54303	32.73680	50
AL	Interchange 205	-86.58026	32.80179	58
AL	Interchange 205	-85.50301	33.64538	159
AL	Interchange 205	-85.87914	34.27509	216
AL	Interchange 208	-86.59526	32.84318	63
AL	Interchange 210	-85.41356	33.65372	164
AL	Interchange 212	-86.62415	32.88790	68
AL	Interchange 218	-85.74913	34.43731	236
AL	Interchange 219	-86.68860	32.98012	80
AL	Interchange 22	-88.08889	30.64019	258
AL	Interchange 222	-85.71247	34.47786	241
AL	Interchange 228	-86.73887	33.10290	94
AL	Interchange 23	-88.14252	32.70097	181
AL	Interchange 23	-88.07500	30.64964	256
AL	Interchange 231	-86.74971	33.14234	99
AL	Interchange 231	-85.64108	34.59425	255
AL	Interchange 234	-86.77776	33.17345	103
AL	Interchange 238	-86.80777	33.23095	110
AL	Interchange 239	-85.56913	34.69647	267
AL	Interchange 24	-88.05805	30.66075	254
AL	Interchange 242	-86.80082	33.28067	114
AL	Interchange 246	-86.78027	33.33678	119
AL	Interchange 247	-86.77999	33.35400	121
AL	Interchange 250	-86.78471	33.39316	125
AL	Interchange 252	-86.80610	33.41205	128
AL	Interchange 254	-86.82360	33.43150	130
AL	Interchange 256	-86.82443	33.46372	134
AL	Interchange 258	-86.82638	33.48344	136
AL	Interchange 259A	-86.81388	33.49927	137
AL	Interchange 259B	-86.81555	33.50344	137
AL	Interchange 25A	-88.04667	30.67102	253
AL	Interchange 25B	-88.04444	30.67436	252
AL	Interchange 26	-88.04222	30.68519	251
AL	Interchange 260	-86.82138	33.51177	138
AL	Interchange 261	-86.82666	33.52149	140
AL	Interchange 262A	-86.82416	33.53261	141
AL	Interchange 262B	-86.82555	33.54122	142
AL	Interchange 263	-86.82999	33.55149	143
AL	Interchange 266	-86.80749	33.58622	146
AL	Interchange 267	-86.80971	33.60788	148
AL	Interchange 27	-88.02639	30.69186	250
AL	Interchange 271	-86.82916	33.65010	153
AL	Interchange 272	-86.82999	33.67233	155
AL	Interchange 275	-86.82833	33.71955	160
AL	Interchange 280	-86.82416	33.78816	167
AL	Interchange 281	-86.82472	33.80038	169
AL	Interchange 282	-86.82500	33.81121	170
AL	Interchange 292	-86.87028	33.94816	185
AL	Interchange 299	-86.86639	34.05454	197
AL	Interchange 3	-86.27136	32.36597	2
AL	Interchange 3	-88.12722	30.67630	257
AL	Interchange 30	-87.98722	30.67797	248
AL	Interchange 304	-86.86611	34.11621	203
AL	Interchange 308	-86.87528	34.17038	209
AL	Interchange 31	-87.85777	30.94935	218
AL	Interchange 310	-86.87889	34.20760	213
AL	Interchange 318	-86.90112	34.31676	225
AL	Interchange 322	-86.89167	34.36815	231
AL	Interchange 328	-86.90139	34.44898	240
AL	Interchange 334	-86.90584	34.53343	249
AL	Interchange 34	-87.82249	30.95379	215
AL	Interchange 340	-86.90139	34.62787	259
AL	Interchange 35	-87.91194	30.65575	245
AL	Interchange 351	-86.93945	34.78287	276
AL	Interchange 354	-86.93834	34.83203	282
AL	Interchange 361	-86.90695	34.91981	291
AL	Interchange 365	-86.88362	34.97314	296
AL	Interchange 37	-87.75971	30.96435	210
AL	Interchange 38	-87.85194	30.66325	241
AL	Interchange 4	-86.24413	32.35931	1
AL	Interchange 4	-88.12639	30.68825	256
AL	Interchange 4	-88.33556	30.49603	286
AL	Interchange 44	-87.76110	30.65214	237
AL	Interchange 45	-87.65582	31.01935	199
AL	Interchange 51	-85.50606	32.55875	74
AL	Interchange 53	-87.61554	30.62880	231
AL	Interchange 57	-85.42856	32.60513	83
AL	Interchange 57	-87.47387	31.11073	180
AL	Interchange 5A	-88.12333	30.70352	255
AL	Interchange 5B	-88.12250	30.70769	255
AL	Interchange 6	-86.21386	32.36292	4
AL	Interchange 60	-85.37217	32.63180	89
AL	Interchange 62	-85.35300	32.64347	91
AL	Interchange 62	-87.67640	33.08929	156
AL	Interchange 64	-85.33161	32.67263	94
AL	Interchange 69	-87.31081	31.20351	162
AL	Interchange 70	-85.28105	32.74624	101
AL	Interchange 71	-87.55278	33.17012	151
AL	Interchange 73	-87.52501	33.17151	149
AL	Interchange 76	-87.47417	33.17401	146
AL	Interchange 77	-85.21328	32.82207	111
AL	Interchange 79	-85.18550	32.84791	114
AL	Interchange 79	-87.40639	33.17401	141
AL	Interchange 8	-88.29920	32.52236	193
AL	Interchange 8	-88.10778	30.74074	251
AL	Interchange 86	-87.30139	33.18845	134
AL	Interchange 9	-86.17108	32.36153	8
AL	Interchange 97	-87.13472	33.24956	129
AL	Intercourse	-88.24030	32.41625	187
AL	Intercourse School	-88.26531	32.42792	189
AL	Interior Low Plateau	-86.91667	34.83342	281
AL	International Bible College	-87.66753	34.85564	306
AL	International Paper Corporation Fire Department - Emergency Medical Services	-86.47231	32.41966	21
AL	International Plaza Shopping Center	-88.12443	30.66686	258
