StateAbb	PlaceName	longitude	latitude	DistancetoCapitalCity_km
AL	Holland Cove	-86.17221	34.90675	283
AL	Holland Creek	-85.03271	32.48903	116
AL	Holland Creek	-85.34579	33.65344	167
AL	Holland Creek	-86.87500	34.99897	299
AL	Holland Creek Baptist Church	-85.01160	32.47014	118
AL	Holland Gin	-86.88723	34.96342	295
AL	Holland Place	-86.94390	34.79814	278
AL	Holland School (historical)	-86.38830	31.66905	77
AL	Hollands Chapel	-85.84775	34.62536	254
AL	Hollaway Point	-85.67608	34.86564	283
AL	Holley Branch	-86.01883	31.16406	134
AL	Holley Cemetery	-85.69718	32.77791	70
AL	Holley Cemetery	-86.43387	33.28539	104
AL	Holley Cemetery	-87.51362	32.84263	130
AL	Holley Creek	-87.16222	32.54736	88
AL	Holley Creek	-87.85500	31.18212	200
AL	Holley Creek Landing	-87.85444	31.18129	200
AL	Holley Crossroads	-85.68357	33.80149	169
AL	Holley Crossroads Missionary Baptist Church	-85.68524	33.80232	169
AL	Holley Hill	-85.33049	31.71072	113
AL	Holley Mill Creek	-86.09967	31.17351	132
AL	Holley Mitchell Church (historical)	-85.79079	32.40625	44
AL	Holley Pond	-86.24823	31.01046	149
AL	Holley Store	-86.09911	31.22239	127
AL	Holleys Ferry Access Point Park	-87.41166	31.97098	117
AL	Holliday Cemetery	-88.12142	33.85094	240
AL	Holliday Pond	-87.18946	34.68259	272
AL	Hollidays Pond	-86.73449	32.19276	48
AL	Hollifield Memorial Library	-85.47995	32.60763	78
AL	Holligan and Moore Cemetery	-88.12893	34.10233	261
AL	Holliman Branch	-85.20021	31.33740	151
AL	Holliman Cemetery	-87.91752	33.80455	223
AL	Holliman Lake	-87.05499	32.50847	77
AL	Holliman Lake Dam	-87.05499	32.50847	77
AL	Hollimans and O'Neals Mill (historical)	-85.08521	31.43545	151
AL	Hollinger Creek	-87.56832	31.44739	160
AL	Hollinger Creek	-87.61610	30.64880	229
AL	Hollingers Island	-88.11028	30.54825	267
AL	Hollingers Island Channel	-88.05944	30.52464	266
AL	Hollingers Island Church	-88.09611	30.55158	266
AL	Hollingers Island Elementary School	-88.09111	30.55130	265
AL	Hollingers Landing (historical)	-87.56888	31.44461	160
AL	Hollingsworth	-85.69774	33.82510	171
AL	Hollingsworth Cemetery	-87.84417	31.62877	170
AL	Hollingsworth Cemetery	-87.74335	33.78344	210
AL	Hollingsworth Mill Creek	-87.74724	33.79066	211
AL	Hollingsworth School (historical)	-85.69635	33.82732	171
AL	Hollingsworth School (historical)	-87.99530	33.00485	178
AL	Hollingworths School (historical)	-86.07080	33.58288	137
AL	Hollins	-86.14442	33.11762	85
AL	Hollins Baptist Church	-86.14803	33.11512	85
AL	Hollins Church of Christ	-86.14497	33.11845	85
AL	Hollins Fire Tower	-86.08858	33.17345	92
AL	Hollins Fire and Rescue	-86.14729	33.11541	85
AL	Hollins Hunter Camp	-86.12414	33.15789	90
AL	Hollins Spring Church	-86.15747	33.11373	84
AL	Hollins Springs Baptist Church	-86.24525	33.12373	85
AL	Hollins Springs Cemetery	-86.15719	33.11428	85
AL	Hollins Wildlife Camping Area	-86.12025	33.15651	90
AL	Hollins Wildlife Management Area	-86.12469	33.24984	100
AL	Hollis (historical)	-86.34996	31.58183	86
AL	Hollis Cemetery	-86.52776	33.46400	125
AL	Hollis Cemetery	-86.46054	33.53844	132
AL	Hollis Cemetery	-88.04503	33.90705	240
AL	Hollis Cemetery	-88.16615	33.88539	246
AL	Hollis Creek	-86.34912	31.27600	120
AL	Hollis Crossroads	-85.63718	33.52372	142
AL	Hollis Crossroads Volunteer Fire Department	-85.63396	33.51754	141
AL	Hollis Dam	-85.70663	33.89343	178
AL	Hollis Ferry (historical)	-87.41556	33.33900	154
AL	Hollis Memorial Church	-86.06887	34.61203	251
AL	Hollis Orange Blossom Square	-87.68389	30.40523	255
AL	Hollis Pond	-85.88692	31.40907	111
AL	Hollis Pond	-86.94351	34.00673	194
AL	Hollis Pond Dam	-85.88661	31.40850	111
AL	Hollis Pond Dam	-86.94500	34.00677	194
AL	Hollis School (historical)	-85.82523	31.81627	73
AL	Hollow Field Branch	-87.54892	34.59926	276
AL	Hollow Hills Park	-86.99444	33.82649	177
AL	Hollow Rock Branch	-85.84191	34.07621	195
AL	Holloway	-87.53864	34.89036	305
AL	Holloway Branch	-86.29801	31.34906	112
AL	Holloway Branch	-87.96115	34.28538	266
AL	Holloway Church	-85.96383	31.24350	127
AL	Holly Branch	-87.49555	31.75293	135
AL	Holly Creek	-87.93308	33.31901	190
AL	Holly Creek Church	-87.41918	33.84122	197
AL	Holly Ferry (historical)	-87.41305	31.96932	117
AL	Holly Grove	-87.42251	33.83872	197
AL	Holly Grove Baptist Church	-86.75276	32.94679	80
AL	Holly Grove Cemetery	-86.74971	32.94512	80
AL	Holly Grove Cemetery	-86.98164	31.30017	136
AL	Holly Grove Cemetery	-88.05614	33.56484	215
AL	Holly Grove Cemetery	-87.60110	30.78880	216
AL	Holly Grove Church	-87.00970	31.50266	118
AL	Holly Grove Church	-86.35443	34.17982	202
AL	Holly Grove Church	-86.23915	34.84398	276
AL	Holly Grove Methodist Church	-86.23245	31.29933	117
AL	Holly Grove Mine	-87.42501	33.84178	197
AL	Holly Grove Number 15 Mine	-87.40834	33.84872	197
AL	Holly Grove Post Office (historical)	-87.52501	33.84594	203
AL	Holly Grove School	-88.08475	33.55511	216
AL	Holly Grove School (historical)	-87.34668	34.17871	226
AL	Holly Hill Elementary School	-85.84577	31.33850	119
AL	Holly Hills	-87.77971	30.78297	227
AL	Holly Hills Country Club and Golf Course	-87.77555	30.78685	226
AL	Holly Holiness Church	-86.29941	32.39764	6
AL	Holly Hollow	-87.75975	34.31315	258
AL	Holly Mill Creek	-87.42054	31.61071	138
AL	Holly Pond	-86.61638	34.17426	204
AL	Holly Pond Cemetery	-86.62610	34.18121	205
AL	Holly Pond High School	-86.61833	34.17649	205
AL	Holly Pond Post Office	-86.61610	34.17454	204
AL	Holly Pond United Methodist Church	-86.60972	34.17426	204
AL	Holly Pond Volunteer Fire Department	-86.61501	34.17476	204
AL	Holly Spring	-86.81971	33.48538	136
AL	Holly Spring Branch	-88.00781	34.33510	273
AL	Holly Spring Cemetery	-85.57163	34.53925	250
AL	Holly Spring Church	-85.97578	31.64516	83
AL	Holly Spring Church	-87.98448	34.34315	273
AL	Holly Spring School (historical)	-86.25248	34.69120	259
AL	Holly Springs	-85.75135	33.65233	151
AL	Holly Springs	-86.47832	33.82454	164
AL	Holly Springs Baptist Church	-86.36581	33.07401	80
AL	Holly Springs Baptist Church	-85.75219	33.65205	151
AL	Holly Springs Baptist Church	-87.73612	33.12151	162
AL	Holly Springs Baptist Church	-87.61417	33.39067	171
AL	Holly Springs Cemetery	-87.73696	33.12095	162
AL	Holly Springs Cemetery	-87.61473	33.39067	171
AL	Holly Springs Cemetery	-87.99724	33.30706	194
AL	Holly Springs Cemetery	-87.98337	34.34343	273
AL	Holly Springs Church	-86.46026	33.82593	164
AL	Holly Springs Church	-87.99808	33.30734	194
AL	Holly Springs School (historical)	-85.75219	33.65233	151
AL	Holly Springs School (historical)	-86.25887	34.68898	259
AL	Holly Springs School (historical)	-87.79475	34.33232	262
AL	Holly Springs Volunteer Fire Department	-86.45782	33.82623	164
AL	Hollybranch Cemetery	-86.26858	32.83151	53
AL	Hollybrook Lake	-86.58915	33.45857	126
AL	Hollys Ferry (historical)	-86.12828	31.22100	127
AL	Hollytree	-86.25332	34.79898	271
AL	Hollytree Cemetery	-86.25665	34.80259	271
AL	Hollywood	-86.78304	33.47288	133
AL	Hollywood	-85.97248	34.72425	264
AL	Hollywood Cemetery	-87.21164	31.00629	175
AL	Hollywood Junior High School	-85.96470	34.73036	265
AL	Hollywood Park	-87.58917	33.18512	155
AL	Hollywood Volunteer Fire Department	-85.96124	34.71777	263
AL	Holman	-87.82335	33.27984	179
AL	Holman Bottom	-87.58612	33.22790	158
AL	Holman Cemetery	-86.25025	32.69235	37
AL	Holman Church	-87.82363	33.27734	179
AL	Holman Crossroads	-86.19247	33.10428	83
AL	Holman Elementary School	-86.75166	33.52955	138
AL	Holman Hill	-87.58334	33.22734	157
AL	Holmes Branch	-86.58693	33.41039	121
AL	Holmes Cemetery	-86.93556	34.33454	228
AL	Holmes Chapel Cemetery	-87.25891	34.28516	233
AL	Holmes Freewill Baptist Church	-85.67855	31.63739	97
AL	Holmes Gap	-86.85778	34.24565	217
AL	Holmes Medical Museum	-87.68480	30.40616	255
AL	Holmes Memorial Hospital (historical)	-87.68443	30.40603	255
AL	Holmes Pond	-85.87003	31.75678	76
AL	Holmes Prospect	-85.53523	33.40234	134
AL	Holmes Prospect	-85.55134	33.43150	136
AL	Holmes Street Baptist Church	-88.08556	30.73630	250
AL	Holmes Street Methodist Church	-86.58249	34.73648	266
AL	Holsombech Creek	-87.03527	32.79429	88
AL	Holston Chapel	-86.72360	33.82454	168
AL	Holstum Cemetery	-85.31800	32.92263	108
AL	Holstun Cemetery	-85.28272	32.90596	110
AL	Holt	-87.48445	33.23401	151
AL	Holt Baptist Church	-87.49528	33.23901	152
AL	Holt Cemetery	-86.22580	32.35236	3
AL	Holt Cemetery	-85.44939	32.46375	77
AL	Holt Cemetery	-85.20272	32.70263	106
AL	Holt Cemetery	-87.67112	32.28181	133
AL	Holt Cemetery	-87.48389	33.24178	151
AL	Holt Dam	-87.84003	33.98677	233
AL	Holt Damsite-Left Bank Public Use Area	-87.45389	33.25067	150
AL	Holt Damsite-Right Bank Public Use Area	-87.45611	33.25512	150
AL	Holt Elementary School	-87.49695	33.23984	152
AL	Holt High School	-87.48750	33.23678	151
AL	Holt Lake	-87.44917	33.25428	150
AL	Holt Lock and Dam	-87.45018	33.25277	149
AL	Holt Post Office	-87.50028	33.24067	152
AL	Holt Road Church	-86.89528	34.84703	282
AL	Holt Store (historical)	-86.89750	34.86398	284
AL	Holt Street Baptist Church	-86.32025	32.36486	6
AL	Holt Street Church of Christ	-86.32025	32.36403	6
AL	Holt Trestle	-86.99112	34.96314	297
AL	Holt United Methodist Church	-87.49750	33.23873	152
AL	Holts Bar	-88.16364	32.83985	187
AL	Holts Mill (historical)	-86.95084	34.79842	278
AL	Holtville	-86.32664	32.63624	32
AL	Holtville - Slapout Fire and Rescue	-86.31988	32.63462	31
AL	Holtville Church	-86.27636	32.61569	29
AL	Holtville High School	-86.32636	32.63569	32
AL	Holtville Park	-86.32886	32.64985	33
AL	Holtzclaw Lake	-86.78392	33.28968	115
AL	Holy Apostolic Faith Church	-85.82219	33.63816	148
AL	Holy Assembly Church	-88.32695	30.45214	289
AL	Holy Assembly Church of Jesus Christ	-86.25414	32.54569	21
AL	Holy Bible Church	-87.47667	33.37178	160
AL	Holy Church	-85.59327	31.43878	120
AL	Holy Church	-87.69806	32.10265	139
AL	Holy Church	-88.24250	30.66408	266
AL	Holy Church of God	-88.04555	30.67602	252
AL	Holy Church of God	-88.15556	30.64741	262
AL	Holy Church of God	-88.38473	30.54853	285
AL	Holy Church of God Pentecostal Number 1	-88.10167	30.71769	252
AL	Holy Church of God in Christ	-88.11076	30.72898	252
AL	Holy Cross Cemetery	-87.51695	32.45152	119
AL	Holy Cross Church	-87.33527	32.00681	109
AL	Holy Cross Episcopal Church	-87.51667	32.45152	119
AL	Holy Cross Lutheran Child Development Center	-87.51751	33.20540	151
AL	Holy Cross Lutheran Church	-87.51806	33.20567	151
AL	Holy Cross Lutheran Church	-88.14389	30.67658	258
AL	Holy Cross School	-87.39333	32.00626	114
AL	Holy Cross School	-87.90194	30.58491	251
AL	Holy Faith Mission Full Gospel Church	-85.67466	31.54294	106
AL	Holy Family Catholic Church	-86.88305	33.51066	141
AL	Holy Family Catholic church	-85.18855	32.87374	116
AL	Holy Family Church	-88.15834	30.71713	256
AL	Holy Family Elementary School	-86.88249	33.51066	141
AL	Holy Family High School	-86.88138	33.50983	141
AL	Holy Ghost Revival Center	-85.91802	33.94593	179
AL	Holy Ground Bar	-86.68526	32.35319	40
AL	Holy Hill Church	-86.48024	31.28906	120
AL	Holy Hill Church of Our Lord Jesus Christ	-86.18636	33.57177	135
AL	Holy Infant of Prague Catholic Church	-86.61138	33.62316	144
AL	Holy Name of Jesus Church	-88.27723	30.73713	263
AL	Holy Redeemer Catholic Church	-85.15132	31.89266	116
AL	Holy Rosary Catholic Church	-86.72721	33.54149	139
AL	Holy Spirit Catholic Church	-87.52667	33.17373	149
AL	Holy Spirit Catholic Church	-87.82780	33.71289	210
AL	Holy Spirit Catholic Church	-86.57360	34.68954	260
AL	Holy Spirit Episcopal Church	-87.70161	30.26106	270
AL	Holy Spirit High School	-87.52861	33.17361	150
AL	Holy Spirit School	-87.52778	33.17373	150
AL	Holy Spirit School	-86.57305	34.69065	260
AL	Holy Tabernacle	-86.48110	31.29971	119
AL	Holy Tabernacle Church	-86.45886	31.84682	60
AL	Holy Temple Church	-86.85330	31.28573	131
AL	Holy Temple Church of God	-87.06330	31.11657	157
AL	Holy Temple Church of God in Christ	-86.99306	34.61870	260
AL	Holy Temple Ministries	-85.39446	31.22168	150
AL	Holy Trinity	-85.00521	32.22237	119
AL	Holy Trinity Episcopal Church	-85.48356	32.59236	77
AL	Holy Trinity Ministry Church of God in Christ	-88.05631	30.66368	254
AL	Holy Trinity Post Office	-85.00632	32.22071	119
AL	Holyoke (historical)	-87.82777	30.72936	234
AL	Home Aid Cemetery	-86.90249	32.49069	62
AL	Home Benevolent School (historical)	-85.36245	32.62236	89
AL	Home Creek	-87.37779	33.93316	204
AL	Home Mission Cemetery	-88.31170	32.49986	194
AL	Home Place Church	-86.43054	33.95871	178
AL	Home of Grace for Women	-88.10636	30.76930	249
AL	Home of Mercy (historical)	-86.81110	33.52705	140
AL	Homeport Marina	-87.68518	30.28063	267
AL	Homer (historical)	-85.90719	34.26343	214
AL	Homer A Crow Dam	-87.71000	31.88682	147
AL	Homer Carpenter Dam	-88.04502	33.00346	182
AL	Homer Fieldhouse	-88.18919	32.58819	183
AL	Homestead	-86.46831	33.20595	96
AL	Homestead	-86.74721	33.37928	122
AL	Homewood	-86.80082	33.47177	134
AL	Homewood	-87.59944	31.36961	168
AL	Homewood Church of Christ	-86.79582	33.47511	134
AL	Homewood City Hall	-86.78916	33.47927	134
AL	Homewood Fire and Rescue Station 1	-86.78929	33.47929	134
AL	Homewood Fire and Rescue Station 2	-86.81790	33.46252	133
AL	Homewood Fire and Rescue Station 3	-86.83886	33.44726	133
AL	Homewood Fire and Rescue Station 4	-86.79397	33.46021	132
AL	Homewood Junior High School	-86.80805	33.47761	135
AL	Homewood Public Library	-86.78999	33.47761	134
AL	Homewood Senior High School	-86.79027	33.46066	132
AL	Homewood Suites Birmingham So	-86.71900	33.43500	127
AL	Honea (historical)	-86.36721	34.89175	281
AL	Honea Hollow	-86.39193	34.61009	250
AL	Honey Bluff	-86.37110	34.42565	230
AL	Honey Branch	-86.46999	34.08315	192
AL	Honey Cemetery	-86.37499	34.42898	230
AL	Honey Creek	-86.90054	32.02876	71
AL	Honey Creek	-86.44802	31.66099	79
AL	Honey Cutts Mill (historical)	-86.78999	32.89262	78
AL	Honey Ferry (historical)	-86.37554	34.42287	229
AL	Honey Hollow	-86.32721	34.76731	267
AL	Honey Jones Mill Creek	-86.18773	31.60460	84
AL	Honey Landing (historical)	-86.37637	34.42454	230
AL	Honeycomb Cemetery	-86.32304	34.45287	233
AL	Honeycomb Church	-86.32721	34.45342	233
AL	Honeycomb Church (historical)	-86.32193	34.45259	233
AL	Honeycomb Creek	-86.34637	34.43120	230
AL	Honeycomb Natural Bridge	-86.32889	34.45917	233
AL	Honeycomb Park	-86.30915	34.47620	235
AL	Honeycomb School (historical)	-86.29637	34.46314	234
AL	Honeycomb Snug Harbor	-86.29582	34.45564	233
AL	Honeycomb Spring	-86.26229	34.46427	234
AL	Honeycut Creek	-87.88166	30.87880	225
AL	Honeycutt (historical)	-85.61274	33.64399	155
AL	Honeycutt Creek	-86.78971	32.86929	76
AL	Honeycutt Institute (historical)	-86.57386	31.98432	51
AL	Honeysuckle Creek	-87.00388	32.80013	86
AL	Honeysuckle Hills	-85.82744	31.35684	118
AL	Honeysuckle Hills Park	-86.83110	33.48233	136
AL	Honeysuckle Middle School	-85.43410	31.20490	150
AL	Honig School (historical)	-86.94139	34.14704	208
AL	Honor Branch	-86.93110	32.18070	66
AL	Honor Camp Number Four	-86.23747	32.46514	12
AL	Honoraville	-86.40608	31.85071	58
AL	Honoraville Church	-86.40775	31.84932	58
AL	Honoraville Junior High School	-86.40636	31.85182	58
AL	Honoraville Volunteer Fire Department	-86.40993	31.84782	58
AL	Hood	-86.15498	33.88843	170
AL	Hood Cemetery	-86.48971	34.05649	190
AL	Hood Creek	-86.49054	34.04982	189
AL	Hood Spring	-87.10543	34.51715	252
AL	Hood-Graves Mine	-85.97413	33.23511	101
AL	Hoods Creek	-86.39887	33.99788	182
AL	Hoods Crossroads	-86.42026	33.98843	182
AL	Hoods School	-86.41026	33.99704	182
AL	Hooie Cemetery	-87.24863	34.83425	290
AL	Hook Street Baptist Church	-87.71114	34.74537	297
AL	Hooker Point	-86.66499	33.46011	128
AL	Hooker Spring Branch	-87.56975	34.45398	263
AL	Hooks	-85.23244	32.19182	98
AL	Hooks Crossroads	-85.85273	32.05154	51
AL	Hooks Lake	-85.97385	34.04964	190
AL	Hooks Lake	-87.96638	31.16588	209
AL	Hooks Lake Spring	-85.96164	34.04815	190
AL	Hooks Lake Subdivision	-85.97303	34.05065	190
AL	Hoomesville Church Cemetery	-86.81746	31.20017	139
AL	Hoomesville Church of Christ	-86.81691	31.20045	139
AL	Hooper Academy	-86.35969	32.25736	15
AL	Hooper Cemetery	-86.46971	33.80816	162
AL	Hooper City	-86.84110	33.55538	144
AL	Hooper Field	-85.68966	31.40684	118
AL	Hooper Gap	-86.47360	33.81732	163
AL	Hoover	-86.81138	33.40539	127
AL	Hoover	-86.73555	34.85537	281
AL	Hoover Business Park	-86.79443	33.39316	125
AL	Hoover City Hall	-86.80610	33.38761	125
AL	Hoover Dam	-86.43498	33.61010	140
AL	Hoover Fire Department Station 1	-86.80899	33.40224	127
AL	Hoover Fire Department Station 2	-86.83104	33.38600	126
AL	Hoover Fire Department Station 3	-86.80429	33.35364	122
AL	Hoover Fire Department Station 4	-86.79956	33.38873	125
AL	Hoover Fire Department Station 5	-86.85561	33.41151	130
AL	Hoover Fire Department Station 6	-86.87519	33.35155	125
AL	Hoover Fire Department Station 7	-86.71393	33.40172	123
AL	Hoover Fire Department Station 8	-86.66422	33.41581	123
AL	Hoover Lake	-86.43492	33.61011	140
AL	Hoover Mall Shopping Center	-86.80471	33.39844	126
AL	Hoover Metropolitan Stadium	-86.84944	33.33861	122
AL	Hoover Sports Park Central	-86.82389	33.38333	126
AL	Hoover Sports Park East	-86.76194	33.40000	125
AL	Hoover Sports Park West	-86.84222	33.37361	125
AL	Hoover Square Shopping Center	-86.80693	33.39205	126
AL	Hoover Village Shopping Center	-86.80693	33.40455	127
AL	Hope African Methodist Episcopal Zion Chapel	-88.06583	30.69602	252
AL	Hope Chapel African Methodist Episcopal Zion Church	-88.11622	30.74919	251
AL	Hope Church	-87.06416	32.25431	77
AL	Hope Church	-87.44556	33.22123	147
AL	Hope Church	-87.96001	32.18292	162
AL	Hope Haven School	-87.71920	34.72315	295
AL	Hope Hill Church	-87.64528	32.34625	131
AL	Hope Hull	-86.35719	32.26986	13
AL	Hope Hull Church	-86.42803	32.19598	24
AL	Hope Hull Church	-86.35691	32.14376	25
AL	Hope Hull Post Office	-86.36525	32.26986	14
AL	Hope Hull Recreation Center	-86.37664	32.26847	15
AL	Hope Hull United Methodist Church	-86.36608	32.26931	14
AL	Hope Independent Church	-86.19998	34.16565	201
AL	Hope Lutheran Church	-86.71943	33.52538	137
AL	Hope Memorial Church	-85.52801	33.17040	113
AL	Hope Mine	-87.05000	33.88899	185
AL	Hope Mine	-87.54585	33.91816	211
AL	Hope Post Office	-87.72558	34.99036	322
AL	Hope School	-87.06527	32.25542	77
AL	Hope School (historical)	-87.49250	33.31817	157
AL	Hope Well Cemetery	-86.65942	32.23459	40
AL	Hope-Galloway Mine	-87.54168	33.91400	210
AL	Hopeful	-85.91247	33.49400	130
AL	Hopeful Primitive Baptist Church	-85.71105	31.48711	109
AL	Hopewell	-85.30244	32.52514	92
AL	Hopewell	-86.93860	33.36067	128
AL	Hopewell	-85.38273	33.63205	163
AL	Hopewell	-85.72941	34.20121	210
AL	Hopewell	-86.46804	34.25621	212
AL	Hopewell	-86.04748	34.37453	225
AL	Hopewell African Methodist Episcopal Church	-87.21444	32.93346	110
AL	Hopewell African Methodist Episcopal Church	-86.77194	33.54056	140
AL	Hopewell African Methodist Episcopal Church	-87.62058	34.84648	304
AL	Hopewell Baptist Church	-86.62970	32.81402	62
AL	Hopewell Baptist Church	-87.02971	32.42069	73
AL	Hopewell Baptist Church	-86.61052	31.25767	126
AL	Hopewell Baptist Church	-87.78168	32.34986	143
AL	Hopewell Baptist Church	-87.48695	33.20373	149
AL	Hopewell Baptist Church	-87.85417	31.77738	164
AL	Hopewell Baptist Church	-87.88918	33.01235	169
AL	Hopewell Baptist Church	-86.14859	33.88788	170
AL	Hopewell Baptist Church	-88.10585	32.14598	176
AL	Hopewell Baptist Church	-86.78055	34.08343	198
AL	Hopewell Baptist Church	-86.04803	34.37453	225
AL	Hopewell Baptist Church	-87.03695	34.40510	238
AL	Hopewell Baptist Church of Magazine Point	-88.05567	30.73483	248
AL	Hopewell Branch	-86.76942	31.92348	68
AL	Hopewell Branch	-88.10363	32.13904	176
AL	Hopewell Cemetery	-86.43358	31.87793	56
AL	Hopewell Cemetery	-86.75026	31.99765	61
AL	Hopewell Cemetery	-86.63054	32.81374	62
AL	Hopewell Cemetery	-86.05273	31.66377	79
AL	Hopewell Cemetery	-86.63886	31.68655	83
AL	Hopewell Cemetery	-85.76855	31.69516	87
AL	Hopewell Cemetery	-85.30189	32.52514	92
AL	Hopewell Cemetery	-85.51301	33.06346	105
AL	Hopewell Cemetery	-87.21472	32.93401	110
AL	Hopewell Cemetery	-87.40556	32.64263	112
AL	Hopewell Cemetery	-87.21666	33.19678	129
AL	Hopewell Cemetery	-87.82835	32.42653	148
AL	Hopewell Cemetery	-87.48695	33.20401	149
AL	Hopewell Cemetery	-87.88835	33.01290	169
AL	Hopewell Cemetery	-87.79389	31.56349	170
AL	Hopewell Cemetery	-88.10557	32.14570	176
AL	Hopewell Cemetery	-87.70168	33.59372	192
AL	Hopewell Cemetery	-86.78083	34.08232	197
AL	Hopewell Cemetery	-88.01891	33.39151	201
AL	Hopewell Cemetery	-85.46246	34.10593	208
AL	Hopewell Cemetery	-87.79669	33.75511	211
AL	Hopewell Cemetery	-87.71196	33.91205	219
AL	Hopewell Christian Methodist Episcopal Church	-87.34054	31.52655	138
AL	Hopewell Church	-86.49914	32.17209	31
AL	Hopewell Church	-86.63831	32.26347	37
AL	Hopewell Church	-85.94079	32.11848	40
AL	Hopewell Church	-86.61359	31.93459	58
AL	Hopewell Church	-86.92554	31.99487	75
AL	Hopewell Church	-87.01082	32.11348	76
AL	Hopewell Church	-86.63803	31.68655	83
AL	Hopewell Church	-87.14444	32.34930	83
AL	Hopewell Church	-85.76855	31.69516	87
AL	Hopewell Church	-87.08665	31.90404	93
AL	Hopewell Church	-87.08721	31.86571	95
AL	Hopewell Church	-85.51329	33.06373	105
AL	Hopewell Church	-87.40445	32.64346	112
AL	Hopewell Church	-87.40472	32.64124	112
AL	Hopewell Church	-85.42827	31.59822	115
AL	Hopewell Church	-86.94694	33.36206	129
AL	Hopewell Church	-87.22694	33.19206	130
AL	Hopewell Church	-87.82862	32.42625	148
AL	Hopewell Church	-86.50773	31.00240	152
AL	Hopewell Church	-85.40551	33.60233	159
AL	Hopewell Church	-87.15833	33.59511	161
AL	Hopewell Church	-86.68166	33.76760	161
AL	Hopewell Church	-85.89247	33.81927	166
AL	Hopewell Church	-86.13997	33.87232	168
AL	Hopewell Church	-87.90418	32.98790	170
AL	Hopewell Church	-86.37387	33.96565	179
AL	Hopewell Church	-87.70224	33.59428	193
AL	Hopewell Church	-85.45996	34.11621	209
AL	Hopewell Church	-87.49140	34.01372	217
AL	Hopewell Church	-86.42332	34.90120	283
AL	Hopewell Church	-85.75219	34.95814	292
AL	Hopewell Church (historical)	-86.11803	33.22011	97
AL	Hopewell Church (historical)	-86.94888	33.35317	128
AL	Hopewell Church (historical)	-87.71113	33.91260	219
AL	Hopewell Church (historical)	-87.58835	33.99538	220
AL	Hopewell Church of Christ	-87.57753	34.59870	277
AL	Hopewell Cumberland Presbyterian Church (historical)	-87.60142	34.85286	304
AL	Hopewell Elementary School	-86.94749	33.35428	128
AL	Hopewell High School	-88.02586	33.37623	200
AL	Hopewell Hill Cemetery	-88.00030	33.18818	187
AL	Hopewell Lake	-86.67666	33.76510	161
AL	Hopewell Methodist Church	-87.79305	31.54238	171
AL	Hopewell Methodist Church (historical)	-86.48637	33.58621	138
AL	Hopewell Missionary Baptist Church	-86.46165	34.25232	211
AL	Hopewell Mountain	-86.11747	33.89676	171
AL	Hopewell Presbyterian Church (historical)	-87.51222	32.44875	118
AL	Hopewell Primitive Baptist Church	-86.05412	31.66488	79
AL	Hopewell Primitive Baptist Church	-87.16000	33.11318	119
AL	Hopewell Primitive Baptist Church	-87.79669	33.75511	211
AL	Hopewell School	-87.00943	32.11348	76
AL	Hopewell School (historical)	-87.01082	32.11348	76
AL	Hopewell School (historical)	-87.38722	32.63402	110
AL	Hopewell School (historical)	-86.60913	31.25878	126
AL	Hopewell School (historical)	-87.48834	33.20429	149
AL	Hopewell School (historical)	-87.79696	33.75455	211
AL	Hopewell School (historical)	-87.57697	34.59898	277
AL	Hopewell School (historical)	-87.59169	34.86398	304
AL	Hopewell Springs	-85.71774	33.94066	183
AL	Hopewell United Methodist Church	-85.30244	32.52514	92
AL	Hopewell United Methodist Church	-85.18966	32.76208	110
AL	Hopewell Volunteer Fire Department	-86.61182	31.25798	126
AL	Hopkins	-87.07861	33.48455	147
AL	Hopkins Memorial Mission Center Chapel	-86.02497	34.01454	185
AL	Hopn Branch	-85.47272	31.59156	113
AL	Hopper	-86.25137	34.05537	188
AL	Hopson Lake	-87.95946	33.71949	219
AL	Hopwood Cemetery	-86.81722	34.99175	297
AL	Horak Airport	-87.54374	30.46748	243
AL	Horeb Baptist Church	-87.71111	31.65071	158
AL	Horn Branch	-85.97219	33.37039	116
AL	Horn Branch	-88.08613	32.18292	173
AL	Horn Branch	-88.30253	32.16487	194
AL	Horn Branch	-85.74581	34.90341	286
AL	Horn Creek	-87.38667	33.36039	153
AL	Horn Hill	-86.31662	31.24573	123
AL	Horn Memorial Church	-86.04164	33.28900	105
AL	Horn Mountain	-86.07469	33.29789	106
AL	Horn Mountain Lookout Tower	-86.07441	33.29789	106
AL	Horn School (historical)	-85.41049	31.77489	103
AL	Horn Valley	-86.05969	33.26484	102
AL	Hornady	-85.86524	32.46514	39
AL	Hornbuckle Hollow	-86.57499	34.50537	240
AL	Horne Dam	-85.98663	33.32011	110
AL	Horne Ridge	-88.17585	31.96321	186
AL	Hornes Lakes	-85.98504	33.32159	110
AL	Hornet Creek	-86.36412	31.48433	97
AL	Hornet Stadium	-86.29858	32.36486	4
AL	Horns Branch	-88.10502	32.51764	175
AL	Horns Memorial Cemetery	-86.04191	33.28872	105
AL	Horns Peak Mine	-85.91552	33.31484	111
AL	Horns Valley	-86.03052	33.26678	103
AL	Hornsboro (historical)	-88.02140	32.06487	169
AL	Hornsby Cemetery	-85.91385	32.62319	44
AL	Hornsbytown	-85.91690	32.55069	39
AL	Hornyhead Branch	-85.32134	33.12234	122
